#;NAME;PSRJ;RAJ;DECJ;P0;P1;DM;DM1;RM;T0;DIST;DIST_DM;R_LUM;R_LUM14;AGE;BSURF;EDOT;EDOTD2;
;;;(hms);(dms);(s);;(cm^-3pc);(cm^-3pc/yr);(radm^-2);(MJD);(kpc);(kpc);(mJykpc^2);(mJykpc^2);(Yr);(G);(ergs/s);(ergs/kpc^2/s);
1627;J1737-3320;J1737-3320;17:37:10.5;-33:20:20;0.816273;2.25e-15;804.00;*;*;*;13.384;13.384;*;6.27e+01;5.75e+06;1.37e+12;1.63e+32;9.12e+29;
1628;B1734-35;J1737-3555;17:37:40.0;-35:55:43.8;0.397585;6.12e-15;89.41;*;50.00;*;2.489;2.489;*;6.20e+00;1.03e+06;1.58e+12;3.85e+33;6.21e+32;
1629;J1738+0333;J1738+0333;17:38:53.9;+03:33:10.8;0.005850;2.41e-20;33.77;0.001;34.70;*;1.471;1.506;*;7.35e-01;3.84e+09;3.80e+08;4.76e+33;2.20e+33;
1630;J1738+04;J1738+04;17:38:25;+04:20;1.391790;*;23.60;*;*;*;1.083;1.083;*;*;*;*;*;*;
1631;J1738-2330;J1738-2330;17:38:08.8;-23:30:47;1.978847;8.56e-15;96.60;*;4.80;*;2.832;2.832;*;8.42e+00;3.66e+06;4.16e+12;4.36e+31;5.44e+30;
1632;J1738-2647;J1738-2647;17:38:05.0;-26:47:46;0.349591;3.15e-15;182.20;*;-196.00;*;4.127;4.127;*;7.49e+00;1.76e+06;1.06e+12;2.91e+33;1.71e+32;
1633;J1738-2736;J1738-2736;17:38:14.6;-27:36:25.8;0.627716;4.62e-15;323.60;*;*;*;11.991;11.991;*;2.44e+01;2.15e+06;1.72e+12;7.38e+32;5.13e+30;
1634;J1738-2955;J1738-2955;17:38:52.1;-29:55:57.4;0.443425;8.20e-14;223.40;*;-200.00;*;3.460;3.460;*;2.87e+00;8.57e+04;6.10e+12;3.71e+34;3.10e+33;
1635;J1738-3107;J1738-3107;17:38:47.4;-31:07:44;0.549498;2.96e-16;735.00;*;*;*;4.790;4.790;*;5.97e+00;2.94e+07;4.08e+11;7.04e+31;3.07e+30;
1636;B1735-32;J1738-3211;17:38:54.1;-32:11:53.6;0.768499;7.95e-16;49.59;*;-18.00;*;1.274;1.274;4.71e+00;3.90e+00;1.53e+07;7.91e+11;6.91e+31;4.26e+31;
1637;J1738-3316;J1738-3316;17:38:34.4;-33:16:01.6;0.730373;8.86e-17;273.00;*;-118.90;*;3.755;3.755;*;7.76e+00;1.31e+08;2.57e+11;8.97e+30;6.36e+29;
1638;J1739+0612;J1739+0612;17:39:17.9;+06:12:28.4;0.234169;1.56e-16;95.52;*;*;*;25.000;25.000;*;5.00e+02;2.37e+07;1.94e+11;4.81e+32;7.69e+29;
1639;J1739-1313;J1739-1313;17:39:57.8;-13:13:18.6;1.215698;8.17e-17;58.20;*;34.10;*;0.735;0.735;*;4.86e-01;2.36e+08;3.19e+11;1.80e+30;3.32e+30;
1640;J1739-2521;J1739-2521;17:39:32.6;-25:21:56;1.818461;2.40e-16;186.40;*;*;*;4.411;4.411;*;*;1.20e+08;6.69e+11;1.58e+30;8.10e+28;
1641;B1736-29;J1739-2903;17:39:34.2;-29:03:02.2;0.322886;7.87e-15;138.55;*;-301.00;*;2.911;2.911;*;3.81e+01;6.50e+05;1.61e+12;9.24e+33;1.09e+33;
1642;J1739-3023;J1739-3023;17:39:39.7;-30:23:12.9;0.114372;1.14e-14;170.50;*;-120.00;*;3.074;3.074;*;9.54e+00;1.59e+05;1.16e+12;3.01e+35;3.18e+34;
1643;J1739-3049;J1739-3049;17:39:23.2;-30:49:40;0.239317;2.18e-15;573.20;*;*;*;4.380;4.380;*;9.59e+00;1.74e+06;7.31e+11;6.27e+33;3.27e+32;
1644;B1736-31;J1739-3131;17:39:24.3;-31:31:15.3;0.529441;1.86e-14;596.90;*;32.00;*;4.403;4.403;*;1.36e+02;4.51e+05;3.17e+12;4.94e+33;2.55e+32;
1645;J1739-3159;J1739-3159;17:39:48.6;-31:59:49;0.877561;1.97e-16;337.00;*;*;*;3.794;3.794;*;2.02e+01;7.05e+07;4.21e+11;1.15e+31;8.00e+29;
1646;J1739-3951;J1739-3951;17:39:38.2;-39:52:00.3;0.341772;1.99e-17;24.60;*;*;*;0.784;0.784;*;7.38e-02;2.73e+08;8.34e+10;1.96e+31;3.19e+31;
1647;J1740+1000;J1740+1000;17:40:25.9;+10:00:06.3;0.154087;2.15e-14;23.90;*;23.80;*;1.227;1.227;4.67e+00;4.06e+00;1.14e+05;1.84e+12;2.32e+35;1.54e+35;
1648;B1737+13;J1740+1311;17:40:07.3;+13:11:56.6;0.803050;1.45e-15;48.67;*;66.65;*;4.176;4.176;4.19e+02;3.66e+01;8.77e+06;1.09e+12;1.11e+32;6.34e+30;
1649;J1740-2540;J1740-2540;17:40:45.3;-25:40:19;1.692656;1.85e-15;333.00;*;*;*;15.056;15.056;*;3.63e+01;1.45e+07;1.79e+12;1.51e+31;6.65e+28;
1650;J1740+27;J1740+27;17:40:30;+27:13;1.058200;*;35.46;*;*;*;3.507;3.507;*;*;*;*;*;*;
1651;B1737-30;J1740-3015;17:40:33.8;-30:15:43.5;0.606887;4.66e-13;151.96;*;-155.90;*;0.400;2.944;3.94e+00;1.42e+00;2.06e+04;1.70e+13;8.23e+34;5.15e+35;
1652;J1740-3052;J1740-3052;17:40:50.0;-30:52:04.3;0.570313;2.55e-14;738.80;*;-159.00;52970.7198;4.748;4.748;*;1.58e+01;3.54e+05;3.86e+12;5.43e+33;2.41e+32;
1653;J1740-3327;J1740-3327;17:40:25.7;-33:27:53.5;0.515001;3.90e-15;274.10;*;*;*;4.191;4.191;*;5.27e+00;2.09e+06;1.43e+12;1.13e+33;6.41e+31;
1654;J1740-5340A;J1740-5340A;17:40:44.5;-53:40:40.9;0.003650;1.68e-19;71.80;*;*;*;2.482;3.140;*;*;3.44e+08;7.92e+08;1.36e+35;2.21e+34;
1655;J1740-5340B;J1740-5340B;17:40:42.6;-53:40:28.1;0.005787;-5.93e-21;72.20;*;*;*;2.482;3.168;*;*;*;*;*;*;
1656;B1738-08;J1741-0840;17:41:22.5;-08:40:31.7;2.043082;2.27e-15;74.90;*;124.00;*;3.571;0.222;3.70e+02;1.79e+01;1.42e+07;2.18e+12;1.05e+31;8.26e+29;
1657;J1741+1351;J1741+1351;17:41:31.1;+13:51:44.1;0.003747;3.02e-20;24.20;*;63.50;*;1.667;1.362;8.89e+00;8.06e-01;1.96e+09;3.41e+08;2.27e+34;8.16e+33;
1658;J1741-2019;J1741-2019;17:41:06.8;-20:19:24;3.904506;1.63e-14;74.90;*;*;*;2.553;2.553;*;*;3.80e+06;8.06e+12;1.08e+31;1.65e+30;
1659;J1741-2054;J1741-2054;17:41:57.2;-20:54:11.8;0.413700;1.70e-14;4.70;*;21.10;*;0.300;0.273;*;1.44e-02;3.86e+05;2.68e+12;9.47e+33;1.05e+35;
1660;J1741-21;J1741-21;17:41;-21;2.565000;*;150.70;*;*;*;5.168;5.168;*;*;*;*;*;*;
1661;J1741-2719;J1741-2719;17:41:35.0;-27:19:23;0.346797;8.06e-17;361.90;*;*;*;11.562;11.562;*;2.67e+01;6.82e+07;1.69e+11;7.63e+31;5.71e+29;
1662;J1741-2733;J1741-2733;17:41:01.3;-27:33:51;0.892959;1.48e-16;147.40;*;-89.60;*;3.055;3.055;*;1.68e+01;9.59e+07;3.67e+11;8.18e+30;8.76e+29;
1663;J1741+2758;J1741+2758;17:41:53.5;+27:58:09.0;1.360738;1.84e-15;29.14;*;54.70;*;2.523;2.523;1.91e+01;*;1.17e+07;1.60e+12;2.88e+31;4.53e+30;
1664;J1741-2945;J1741-2945;17:41:14.4;-29:45:35;0.223558;6.34e-16;310.30;*;-531.10;*;3.714;3.714;*;8.28e+00;5.58e+06;3.81e+11;2.24e+33;1.62e+32;
1665;J1741-3016;J1741-3016;17:41:07.0;-30:16:31;1.893749;8.99e-15;382.00;*;-449.90;*;3.870;3.870;3.74e+01;3.89e+01;3.34e+06;4.18e+12;5.23e+31;3.49e+30;
1666;J1741-34;J1741-34;17:41:54;-34:19;0.875137;*;241.00;*;*;*;4.552;4.552;*;4.14e+00;*;*;*;*;
1667;J1741+3855;J1741+3855;17:41:12.3;+38:55:09.9;0.828861;2.06e-16;47.22;*;*;*;25.000;25.000;*;*;6.38e+07;4.18e+11;1.43e+31;2.29e+28;
1668;B1737-39;J1741-3927;17:41:18.0;-39:27:38.2;0.512212;1.71e-15;158.20;*;204.00;*;4.609;4.609;7.44e+02;1.17e+02;4.74e+06;9.48e+11;5.03e+32;2.37e+31;
1669;J1742-0203;J1742-0203;17:42;-02:03;0.132000;*;81.89;*;*;*;3.685;3.685;*;*;*;*;*;*;
1670;J1742-3321;J1742-3321;17:42;-33:21;0.143266;1.27e-15;*;*;*;*;*;*;*;*;1.79e+06;4.31e+11;1.70e+34;*;
1671;J1742-3957;J1742-3957;17:42:04.4;-39:57:22;1.016349;8.16e-17;220.00;*;*;*;12.007;12.007;*;2.02e+01;1.97e+08;2.91e+11;3.07e+30;2.13e+28;
1672;J1742-4616;J1742-4616;17:42:26.1;-46:16:53.5;0.412401;3.38e-17;115.96;*;-38.00;*;5.689;5.689;*;4.85e+01;1.93e+08;1.19e+11;1.90e+31;5.88e+29;
1673;B1740-03;J1743-0339;17:43:08.1;-03:39:11.5;0.444645;1.56e-15;30.26;*;*;*;0.200;0.200;1.24e-01;2.00e-02;4.53e+06;8.42e+11;6.99e+32;1.75e+34;
1674;J1743+05;J1743+05;17:43:16;+05:29;1.473630;*;56.10;*;*;*;3.950;3.950;*;*;*;*;*;*;
1675;B1740-13;J1743-1351;17:43:37.6;-13:51:38.0;0.405337;4.78e-16;116.30;*;*;*;3.495;3.495;7.45e+01;6.11e+00;1.34e+07;4.45e+11;2.83e+32;2.32e+31;
1676;J1743-2442;J1743-2442;17:43:20.1;-24:42:55;1.242508;4.72e-16;239.00;*;*;*;6.493;6.493;*;5.90e+00;4.17e+07;7.75e+11;9.72e+30;2.31e+29;
1677;B1740-31;J1743-3150;17:43:36.7;-31:50:22.7;2.414652;1.21e-13;193.05;*;-215.00;*;3.332;3.332;7.33e+01;2.33e+01;3.17e+05;1.73e+13;3.39e+32;3.05e+31;
1678;J1743-3153;J1743-3153;17:43:15.5;-31:53:05.3;0.193105;1.06e-14;505.70;*;*;*;8.819;8.819;*;4.67e+01;2.90e+05;1.45e+12;5.79e+34;7.45e+32;
1679;J1743-35;J1743-35;17:43:06;-35:32;0.569980;*;174.00;*;*;*;4.011;4.011;*;8.04e-01;*;*;*;*;
1680;J1743-4212;J1743-4212;17:43:05.2;-42:12:02.4;0.306167;7.83e-16;131.94;*;-20.00;*;5.011;5.011;*;4.77e+01;6.19e+06;4.96e+11;1.08e+33;4.29e+31;
1681;J1744-1134;J1744-1134;17:44:29.4;-11:34:54.7;0.004075;8.93e-21;3.14;0.000;1.62;*;0.395;0.148;2.81e+00;4.06e-01;7.23e+09;1.93e+08;5.21e+33;3.34e+34;
1682;J1744-1610;J1744-1610;17:44:16.5;-16:10:35.8;1.757206;2.38e-15;66.67;*;*;*;1.923;1.923;*;*;1.17e+07;2.07e+12;1.73e+31;4.68e+30;
1683;J1744-2335;J1744-2335;17:44:48.4;-23:35:55;1.683507;8.33e-16;96.66;*;*;*;2.723;2.723;1.19e+02;1.48e+00;3.20e+07;1.20e+12;6.89e+30;9.29e+29;
1684;J1744-3130;J1744-3130;17:44:05.6;-31:30:04;1.066061;2.12e-14;192.90;*;-230.70;*;3.304;3.304;*;7.64e+00;7.96e+05;4.81e+12;6.92e+32;6.34e+31;
1685;J1744-3922;J1744-3922;17:44:02.6;-39:22:21.1;0.172444;1.55e-18;148.10;*;*;*;4.541;4.541;*;2.27e+00;1.76e+09;1.65e+10;1.19e+31;5.79e+29;
1686;J1744-5337;J1744-5337;17:44:38.9;-53:37:51;0.355666;1.90e-16;108.85;*;38.00;*;8.783;8.783;*;3.09e+01;2.97e+07;2.63e+11;1.67e+32;2.16e+30;
1687;J1744-7619;J1744-7619;17:44:00.4;-76:19:14.7;0.004688;9.68e-21;*;*;*;*;*;*;*;*;7.67e+09;2.16e+08;3.71e+33;*;
1688;J1745-0129;J1745-0129;17:45:02.0;-01:29:18.1;1.045407;6.31e-16;89.30;*;*;*;5.371;5.371;*;*;2.62e+07;8.22e+11;2.18e+31;7.56e+29;
1689;J1745-0952;J1745-0952;17:45:09.1;-09:52:39.6;0.019376;9.25e-20;64.50;*;52.00;*;0.226;0.226;9.19e-02;1.94e-02;3.32e+09;1.35e+09;5.02e+32;9.82e+33;
1690;J1745+1017;J1745+1017;17:45:33.8;+10:17:52.5;0.002652;2.73e-21;23.97;*;27.24;*;1.214;1.214;*;7.52e-01;1.54e+10;8.61e+07;5.78e+33;3.92e+33;
1691;J1745+1252;J1745+1252;17:45:44.1;+12:52:38.3;1.059849;5.63e-16;66.14;*;*;*;11.167;11.167;*;*;2.98e+07;7.82e+11;1.87e+31;1.50e+29;
1692;J1745-2229;J1745-2229;17:45:16.7;-22:29:14;1.160593;2.86e-15;299.00;*;*;*;15.562;15.562;*;3.15e+01;6.44e+06;1.84e+12;7.21e+31;2.98e+29;
1693;J1745-23;J1745-23;17:45:30;-23:25;0.005417;*;244.94;*;*;57950.4756;7.941;7.941;*;*;*;*;*;*;
1694;J1745-2758;J1745-2758;17:45:52.2;-27:58:38.0;0.487528;4.42e-18;422.00;*;*;*;4.123;4.123;*;2.55e+00;1.75e+09;4.70e+10;1.51e+30;8.86e+28;
1695;J1745-2900;J1745-2900;17:45:40.1;-29:00:29.8;3.763733;1.76e-11;1778.00;*;-66080.00;*;8.300;8.289;*;*;3.40e+03;2.60e+14;1.30e+34;1.89e+32;
1696;J1745-2910;J1745-2910;17:45:16;-29:10;0.982000;*;1088.00;*;*;*;7.968;7.968;*;*;*;*;*;*;
1697;J1745-2912;J1745-2912;17:45:47.8;-29:12:30.7;0.187379;*;1130.00;*;-535.00;*;8.109;8.109;*;*;*;*;*;*;
1698;B1742-30;J1745-3040;17:45:56.3;-30:40:22.9;0.367434;1.07e-14;88.37;*;97.40;*;0.200;2.343;2.64e+00;8.40e-01;5.46e+05;2.00e+12;8.49e+33;2.12e+35;
1699;J1745-3812;J1745-3812;17:45:15.4;-38:12:07.3;0.698353;2.43e-15;163.60;*;*;*;5.033;5.033;*;5.07e+00;4.56e+06;1.32e+12;2.81e+32;1.11e+31;
1700;J1745+42;J1745+42;17:45:48;+42:53;0.305100;*;38.00;*;*;*;5.642;5.642;*;*;*;*;*;*;
1701;J1746+2245;J1746+2245;17:46:00.8;+22:45:28.9;3.465038;4.92e-15;49.85;*;72.30;*;6.831;6.831;5.88e+01;*;1.12e+07;4.18e+12;4.67e+30;1.00e+29;
1702;J1746+2540;J1746+2540;17:46:06.8;+25:40:37.5;1.058148;1.05e-15;51.20;*;94.75;*;25.000;25.000;7.50e+02;*;1.60e+07;1.07e+12;3.49e+31;5.58e+28;
1703;J1746-2849;J1746-2849;17:46:03.3;-28:50:13.3;1.478480;1.27e-14;1456.00;*;10104.00;*;8.217;8.217;*;2.70e+01;1.84e+06;4.38e+12;1.55e+32;2.30e+30;
1704;J1746-2850;J1746-2850;17:46:06.6;-28:50:42;1.077101;1.34e-12;962.70;*;*;*;5.612;5.612;*;2.52e+01;1.27e+04;3.85e+13;4.24e+34;1.35e+33;
1705;J1746-2856;J1746-2856;17:46:49.8;-28:56:58.9;0.945224;1.25e-14;1168.00;*;13253.00;*;8.149;8.149;*;*;1.20e+06;3.48e+12;5.84e+32;8.80e+30;
1706;J1746-3239;J1746-3239;17:46:54.9;-32:39:55.8;0.199541;6.56e-15;*;*;*;*;*;*;*;*;4.82e+05;1.16e+12;3.26e+34;*;
1707;J1747-1030;J1747-1030;17:47:58.3;-10:30:05;1.578793;4.30e-16;128.00;*;*;*;2.511;2.511;*;*;5.82e+07;8.34e+11;4.31e+30;6.84e+29;
1708;J1747-2647;J1747-2647;17:47:30.8;-26:47:14;0.500254;1.32e-14;570.00;*;*;*;6.135;6.135;*;5.80e+01;5.99e+05;2.60e+12;4.18e+33;1.11e+32;
1709;J1747-2802;J1747-2802;17:47:26.5;-28:02:37;2.780079;2.37e-15;835.00;*;421.00;*;5.148;5.148;*;1.33e+01;1.86e+07;2.59e+12;4.35e+30;1.64e+29;
1710;J1747-2809;J1747-2809;17:47:22.8;-28:09:15.0;0.052153;1.56e-13;1133.00;*;*;*;8.141;8.141;*;*;5.31e+03;2.88e+12;4.33e+37;6.53e+35;
1711;J1747-2958;J1747-2958;17:47:15.8;-29:58:01.0;0.098814;6.13e-14;101.50;*;*;*;2.520;2.520;*;1.59e+00;2.55e+04;2.49e+12;2.51e+36;3.95e+35;
1712;J1747-4036;J1747-4036;17:47:48.7;-40:36:54.7;0.001646;1.31e-20;152.94;*;-43.75;*;7.149;7.149;*;7.70e+01;1.98e+09;1.49e+08;1.16e+35;2.28e+33;
1713;B1745-12;J1748-1300;17:48:17.4;-13:00:52.0;0.394133;1.21e-15;99.36;*;67.00;*;2.403;2.403;1.33e+02;1.15e+01;5.15e+06;7.00e+11;7.82e+32;1.35e+32;
1714;B1745-20A;J1748-2021A;17:48:52.6;-20:21:39.7;0.288603;3.99e-16;219.40;*;-9.90;*;8.250;8.551;6.81e+02;2.52e+01;1.15e+07;3.44e+11;6.56e+32;9.64e+30;
1715;J1748-2021B;J1748-2021B;17:48:52.9;-20:21:38.8;0.016760;-3.29e-19;220.92;*;*;54005.4803;8.250;8.699;*;*;*;*;*;*;
1716;J1748-2021C;J1748-2021C;17:48:51.1;-20:21:53.8;0.006227;-5.98e-20;226.95;*;*;*;8.250;9.318;*;*;*;*;*;*;
1717;J1748-2021D;J1748-2021D;17:48:51.6;-20:21:07.4;0.013496;5.87e-19;224.98;*;*;54000.1054;8.250;9.135;*;*;3.64e+08;2.85e+09;9.42e+33;1.38e+32;
1718;J1748-2021E;J1748-2021E;17:48:52.8;-20:21:29.3;0.016264;3.12e-19;224.10;*;*;*;8.250;9.023;*;*;8.25e+08;2.28e+09;2.87e+33;4.21e+31;
1719;J1748-2021F;J1748-2021F;17:48:52.3;-20:21:39.3;0.003794;-1.05e-20;220.43;*;*;54005.8062;8.250;8.657;*;*;*;*;*;*;
1720;J1748-2444;J1748-2444;17:48:48.5;-24:44:37;0.442838;1.11e-16;207.33;*;*;*;3.845;3.845;*;5.03e+00;6.30e+07;2.25e+11;5.06e+31;3.42e+30;
1721;B1744-24A;J1748-2446A;17:48:02.2;-24:46:36.9;0.011563;-3.40e-20;242.15;*;191.20;*;6.620;4.439;*;2.67e+01;*;*;*;*;
1722;J1748-2446aa;J1748-2446aa;17:48:04.8;-24:46:45;0.005788;*;237.43;*;206.00;*;6.620;4.388;*;1.27e+00;*;*;*;*;
1723;J1748-2446ab;J1748-2446ab;17:48:04.8;-24:46:45;0.005120;*;242.15;*;171.00;*;6.620;4.432;*;1.97e+00;*;*;*;*;
1724;J1748-2446ac;J1748-2446ac;17:48:04.8;-24:46:45;0.005087;*;238.69;*;203.00;*;6.620;4.400;*;1.36e+00;*;*;*;*;
1725;J1748-2446ad;J1748-2446ad;17:48:04.8;-24:46:45;0.001396;0.00e+00;235.60;*;*;*;6.620;4.370;*;*;*;*;*;*;
1726;J1748-2446ae;J1748-2446ae;17:48:04.8;-24:46:45;0.003659;*;238.61;*;184.00;*;6.620;4.399;*;2.45e+00;*;*;*;*;
1727;J1748-2446af;J1748-2446af;17:48:04.8;-24:46:45;0.003304;*;237.35;*;184.00;*;6.620;4.387;*;1.45e+00;*;*;*;*;
1728;J1748-2446ag;J1748-2446ag;17:48:04.8;-24:46:45;0.004448;*;237.28;*;186.00;*;6.620;4.386;*;7.01e-01;*;*;*;*;
1729;J1748-2446ah;J1748-2446ah;17:48:04.8;-24:46:45;0.004965;*;237.70;*;184.00;*;6.620;4.390;*;6.14e-01;*;*;*;*;
1730;J1748-2446ai;J1748-2446ai;17:48:04.8;-24:46:45;0.021228;*;234.02;*;173.10;*;6.620;4.355;*;1.45e+00;*;*;*;*;
1731;J1748-2446aj;J1748-2446aj;17:48:05.0;-24:46:34.8;0.002959;1.41e-19;238.63;*;*;*;6.620;4.400;*;1.49e+00;3.32e+08;6.54e+08;2.15e+35;4.91e+33;
1732;J1748-2446ak;J1748-2446ak;17:48:03.6;-24:46:37.8;0.001890;8.85e-20;236.71;*;*;*;6.620;4.385;*;1.31e+00;3.38e+08;4.14e+08;5.17e+35;1.18e+34;
1733;J1748-2446al;J1748-2446al;17:48;-24:46;0.005950;*;236.48;*;*;*;6.620;4.396;*;3.51e-01;*;*;*;*;
1734;J1748-2446am;J1748-2446am;17:48:04.8;-24:46:47.2;0.002934;-1.37e-19;238.19;*;*;53700.4403;6.620;4.395;*;*;*;*;*;*;
1735;J1748-2446an;J1748-2446an;17:48:05.6;-24:46:42.0;0.004802;1.56e-19;237.74;*;*;56743.6892;6.620;4.389;*;1.36e+00;4.89e+08;8.75e+08;5.55e+34;1.27e+33;
1736;J1748-2446C;J1748-2446C;17:48:04.5;-24:46:36;0.008436;-6.06e-19;237.00;*;176.97;*;6.620;4.385;*;4.82e+01;*;*;*;*;
1737;J1748-2446D;J1748-2446D;17:48:04.8;-24:46:45;0.004714;*;243.62;*;234.00;*;6.620;4.446;*;3.11e+00;*;*;*;*;
1738;J1748-2446E;J1748-2446E;17:48:04.8;-24:46:45;0.002198;*;236.63;*;171.00;*;6.620;4.380;*;7.45e+00;*;*;*;*;
1739;J1748-2446F;J1748-2446F;17:48:04.8;-24:46:45;0.005540;*;239.07;*;187.20;*;6.620;4.403;*;2.41e+00;*;*;*;*;
1740;J1748-2446G;J1748-2446G;17:48:04.8;-24:46:45;0.021672;*;237.34;*;196.40;*;6.620;4.387;*;1.05e+00;*;*;*;*;
1741;J1748-2446H;J1748-2446H;17:48:04.8;-24:46:45;0.004926;*;237.97;*;194.00;*;6.620;4.393;*;1.71e+00;*;*;*;*;
1742;J1748-2446I;J1748-2446I;17:48:04.8;-24:46:45;0.009570;*;238.55;*;183.10;*;6.620;4.398;*;4.16e+00;*;*;*;*;
1743;J1748-2446J;J1748-2446J;17:48:04.8;-24:46:45;0.080338;*;234.21;*;170.50;*;6.620;4.357;*;2.54e+00;*;*;*;*;
1744;J1748-2446K;J1748-2446K;17:48:04.8;-24:46:45;0.002970;*;234.46;*;175.00;*;6.620;4.359;*;2.89e+00;*;*;*;*;
1745;J1748-2446L;J1748-2446L;17:48:04.8;-24:46:45;0.002245;*;237.50;*;167.00;*;6.620;4.388;*;4.21e+00;*;*;*;*;
1746;J1748-2446M;J1748-2446M;17:48:04.8;-24:46:45;0.003570;*;238.49;*;169.00;*;6.620;4.398;*;6.14e+00;*;*;*;*;
1747;J1748-2446N;J1748-2446N;17:48:04.8;-24:46:45;0.008667;*;238.29;*;182.50;*;6.620;4.396;*;6.57e+00;*;*;*;*;
1748;J1748-2446O;J1748-2446O;17:48:04.8;-24:46:45;0.001677;*;236.20;*;176.20;*;6.620;4.376;*;1.36e+01;*;*;*;*;
1749;J1748-2446P;J1748-2446P;17:48:04.8;-24:46:45;0.001729;*;238.79;*;*;*;6.620;4.401;*;*;*;*;*;*;
1750;J1748-2446Q;J1748-2446Q;17:48:04.8;-24:46:45;0.002812;*;234.24;*;175.40;*;6.620;4.357;*;2.45e+00;*;*;*;*;
1751;J1748-2446R;J1748-2446R;17:48:04.8;-24:46:45;0.005029;*;237.38;*;179.00;*;6.620;4.387;*;1.53e+00;*;*;*;*;
1752;J1748-2446S;J1748-2446S;17:48:04.8;-24:46:45;0.006117;*;236.22;*;174.00;*;6.620;4.376;*;8.76e-01;*;*;*;*;
1753;J1748-2446T;J1748-2446T;17:48:04.8;-24:46:45;0.007085;*;237.80;*;*;*;6.620;4.391;*;1.14e+00;*;*;*;*;
1754;J1748-2446U;J1748-2446U;17:48:04.8;-24:46:45;0.003289;*;235.47;*;240.00;*;6.620;4.369;*;1.31e+00;*;*;*;*;
1755;J1748-2446V;J1748-2446V;17:48:04.8;-24:46:45;0.002073;*;238.71;*;186.10;*;6.620;4.400;*;4.38e+00;*;*;*;*;
1756;J1748-2446W;J1748-2446W;17:48:04.8;-24:46:45;0.004205;*;238.92;*;174.30;*;6.620;4.402;*;2.37e+00;*;*;*;*;
1757;J1748-2446X;J1748-2446X;17:48:04.8;-24:46:45;0.002999;*;239.81;*;202.00;*;6.620;4.410;*;1.88e+00;*;*;*;*;
1758;J1748-2446Y;J1748-2446Y;17:48:04.8;-24:46:45;0.002048;*;238.79;*;194.00;*;6.620;4.401;*;1.62e+00;*;*;*;*;
1759;J1748-2446Z;J1748-2446Z;17:48:04.8;-24:46:45;0.002463;*;238.77;*;200.00;*;6.620;4.400;*;1.31e+00;*;*;*;*;
1760;J1748-30;J1748-30;17:48;-30:17;0.382735;*;584.00;*;*;*;13.822;13.822;*;3.06e+01;*;*;*;*;
1761;J1748-3009;J1748-3009;17:48:23.7;-30:09:11.2;0.009684;-3.58e-20;420.20;*;*;56999.1833;5.053;5.053;*;3.57e+01;*;*;*;*;
1762;J1749+16;J1749+16;17:49:29;+16:24;2.311650;*;59.60;*;*;*;7.382;7.382;*;*;*;*;*;*;
1763;J1749-2146;J1749-2146;17:49:21.2;-21:46:31;2.714556;7.08e-15;260.00;*;*;*;9.601;9.601;*;*;6.08e+06;4.44e+12;1.40e+31;1.52e+29;
1764;J1749-2347;J1749-2347;17:49:15.6;-23:47:17;0.874486;2.42e-15;344.00;*;*;*;12.646;12.646;*;2.08e+01;5.72e+06;1.47e+12;1.43e+32;8.95e+29;
1765;J1749-2629;J1749-2629;17:49:11.2;-26:29:10;1.335388;1.72e-15;409.00;*;916.00;*;4.196;4.196;*;1.23e+01;1.23e+07;1.53e+12;2.84e+31;1.62e+30;
1766;B1746-30;J1749-3002;17:49:13.4;-30:02:35;0.609874;7.87e-15;509.40;*;-290.00;*;12.731;12.731;2.06e+03;6.65e+02;1.23e+06;2.22e+12;1.37e+33;8.45e+30;
1767;J1749-4931;J1749-4931;17:49:23.7;-49:31:59;0.445822;5.90e-16;55.29;*;41.00;*;1.980;1.980;*;3.92e-01;1.20e+07;5.19e+11;2.63e+32;6.70e+31;
1768;J1749-5417;J1749-5417;17:49:47.0;-54:17:30.7;0.307577;1.50e-16;69.00;*;*;*;3.279;3.279;*;3.45e+00;3.26e+07;2.17e+11;2.03e+32;1.89e+31;
1769;B1745-56;J1749-5605;17:49:44.5;-56:05:19;1.332310;2.12e-15;58.00;*;97.40;*;2.493;2.493;1.86e+01;3.95e+00;9.96e+06;1.70e+12;3.54e+31;5.69e+30;
1770;J1749+5952;J1749+5952;17:49:33.2;+59:52:36.1;0.436041;1.52e-16;45.07;*;*;*;25.000;25.000;*;*;4.55e+07;2.60e+11;7.23e+31;1.16e+29;
1771;J1750+07;J1750+07;17:50:40;+07:33;1.908810;*;55.40;*;*;*;3.751;3.751;*;*;*;*;*;*;
1772;J1750-2043;J1750-2043;17:50:18.4;-20:43:08;5.639047;7.95e-15;239.00;*;*;*;8.840;8.840;*;1.88e+01;1.12e+07;6.78e+12;1.75e+30;2.24e+28;
1773;J1750-2438;J1750-2438;17:50:59.7;-24:38:58;0.712794;1.08e-14;476.00;*;564.00;*;12.845;12.845;*;8.25e+01;1.05e+06;2.81e+12;1.18e+33;7.13e+30;
1774;J1750-2444;J1750-2444;17:50:22.9;-24:44:47;0.899377;2.64e-16;331.00;*;*;*;4.858;4.858;*;6.37e+00;5.40e+07;4.93e+11;1.43e+31;6.06e+29;
1775;J1750-2536;J1750-2536;17:50:33.3;-25:36:43;0.034749;*;179.40;*;173.00;56069.2700;3.227;3.227;*;1.11e+00;*;*;*;*;
